oid,ra,dec,label_tns,tns_type_raw,label_simbad,simbad_otype,label_milliquas,milliquas_type,label_vsx,vsx_type,classALeRCE,label_source,label_conflict,all_labels,transient_vsx_flag,oid_combined
ZTF18abcmhse,258.26199767466096,-16.523880617802604,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563570979079_ZTF18abcmhse
ZTF21abxohaa,257.3170119341558,-15.577650186943474,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563573600292_ZTF21abxohaa
ZTF18abcllex,257.3591578379344,-15.681726371227619,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563573600883_ZTF18abcllex
ZTF20abaonmc,257.54976949604634,-15.44461695330865,,,AGN,rG,,,,,AGN,SIMBAD,False,AGN,False,170437563575173808_ZTF20abaonmc
ZTF18abclmrr,257.6228073400801,-15.552492136920291,,,,,,,DSCT,HADS,DSCT,VSX,False,DSCT,False,170437563575173826_ZTF18abclmrr
ZTF18abclxkc,257.35093972165373,-14.884216227543234,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563579891776_ZTF18abclxkc
ZTF26aayebjm,257.7616573999884,-14.8572967,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563580940880_ZTF26aayebjm
ZTF18abcllpd,257.5922729724123,-14.764256920375697,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563581465137_ZTF18abcllpd
ZTF18adkmlir,256.91136069374926,-14.413573881249999,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563582513622_ZTF18adkmlir
ZTF18abclltn,257.0137051235302,-14.264033329411765,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563583037886_ZTF18abclltn
ZTF18abclldd,257.2890032552244,-14.374390228127858,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563584086244_ZTF18abclldd
ZTF18adkmmno,257.3442711936784,-14.440118437324347,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563584086564_ZTF18adkmmno
ZTF18abcmokl,257.21538654980264,-14.067059836316076,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563584610673_ZTF18abcmokl
ZTF18abcsjhh,257.1042343601418,-14.236182183824745,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563584610814_ZTF18abcsjhh
ZTF18adkmreu,257.1075696749421,-14.111574971860255,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563584610841_ZTF18adkmreu
ZTF18adkmbgo,256.75771255980203,-13.876536224159178,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563587231803_ZTF18adkmbgo
ZTF18abclkvn,257.0303284653819,-14.029698603846152,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563588280336_ZTF18abclkvn
ZTF18abclkvb,256.9474541722736,-13.774983337847557,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563588804639_ZTF18abclkvb
ZTF19abbvdrg,257.0088017305745,-13.754147310388987,,,,,,,LPV,L,LPV,VSX,False,LPV,False,170437563588804773_ZTF19abbvdrg
ZTF18abclkvh,257.0104728728965,-13.798003843264047,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563588805145_ZTF18abclkvh
ZTF18abclnzi,258.6213976473943,-16.40064616330861,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563591426807_ZTF18abclnzi
ZTF18abclnzk,258.7411354645156,-16.33917207583754,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563593000150_ZTF18abclnzk
ZTF19aapqdtt,258.33038090418717,-14.908950961517165,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563602440415_ZTF19aapqdtt
ZTF18adkmdxq,258.2834947601456,-14.954631839111522,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563602440654_ZTF18adkmdxq
ZTF18abcllpe,258.10587995157397,-14.812568956512884,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563602960468_ZTF18abcllpe
ZTF18abclloz,258.0436909572374,-14.752787341407446,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563602960922_ZTF18abclloz
ZTF18abcllow,258.05566866833925,-14.496388013941077,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563603485340_ZTF18abcllow
ZTF18abcmlte,258.54002516818014,-14.795424774844582,,,,,,,RRL,RR,RRL,VSX,False,RRL,False,170437563604533700_ZTF18abcmlte
ZTF18abdlaoq,258.4482153179389,-14.666394087271408,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563604533925_ZTF18abdlaoq
ZTF18abcmmtp,258.3039610970244,-14.424647317582222,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563605057739_ZTF18abcmmtp
ZTF18abcsjlw,257.78019394130234,-14.400468045304457,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563605582383_ZTF18abcsjlw
ZTF18abdlajk,257.99253276023234,-14.28560039912876,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563607155475_ZTF18abdlajk
ZTF18abcllpi,258.1073099917462,-14.357262457133771,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563607155537_ZTF18abcllpi
ZTF18abclldx,257.91227419472494,-13.955869323100076,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563608203847_ZTF18abclldx
ZTF18abcllef,258.1646351242035,-14.0086797881704,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563609252244_ZTF18abcllef
ZTF18abcmdev,257.3557675342607,-13.501050262970102,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563610824724_ZTF18abcmdev
ZTF18abclldv,257.83434807051634,-13.541984107110723,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563612398190_ZTF18abclldv
ZTF18adkmieb,259.1653254346948,-15.860475027797774,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563615545459_ZTF18adkmieb
ZTF18abclnsu,259.2465506638632,-16.02013913985494,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563615545524_ZTF18abclnsu
ZTF18abelsnh,259.20319135486983,-15.994240022855367,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563615545707_ZTF18abelsnh
ZTF18abclnad,259.22936477059653,-15.839600710164,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563617116236_ZTF18abclnad
ZTF18acaxxlj,259.38360485542074,-15.804344660391022,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563617116720_ZTF18acaxxlj
ZTF18acaxxwp,259.4519316326863,-15.70681328397088,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563619213380_ZTF18acaxxwp
ZTF18abeitqg,259.63216747225533,-15.661733604842087,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563619214169_ZTF18abeitqg
ZTF18acbakkm,259.1968019639968,-15.540506755999997,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563621311559_ZTF18acbakkm
ZTF18abclpfb,259.24035223839434,-15.513577575004959,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563621312110_ZTF18abclpfb
ZTF18abnosvq,259.4578416592512,-15.292805983662689,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563622883887_ZTF18abnosvq
ZTF18abcllyo,259.1459932883332,-14.880386180136721,,,,,,,DSCT,HADS,DSCT,VSX,False,DSCT,False,170437563623931946_ZTF18abcllyo
ZTF19aapqdxo,258.50274351101973,-14.536973944841373,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563625504818_ZTF19aapqdxo
ZTF18abcsjpv,258.52195638745616,-14.37213249100101,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563625505461_ZTF18abcsjpv
ZTF18acaxxgi,259.05459817187455,-14.809626242210642,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563626029499_ZTF18acaxxgi
ZTF18abcllyc,258.9237765087776,-14.811198400429129,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563626029645_ZTF18abcllyc
ZTF18abcllxz,259.20491580083575,-14.692670741995814,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563627602260_ZTF18abcllxz
ZTF18abjyfiz,259.0980984524384,-14.6499368242309,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563627602590_ZTF18abjyfiz
ZTF18abcllxx,259.14090995021076,-14.570043760033803,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563628126621_ZTF18abcllxx
ZTF18acaxthp,259.230466684052,-14.53225147654678,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563628126985_ZTF18acaxthp
ZTF18abcsjpx,259.09254256610774,-14.579770406513388,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563628127081_ZTF18abcsjpx
ZTF18abclleb,258.2846337719605,-13.885973647684109,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563630223426_ZTF18abclleb
ZTF18abclldn,258.2904778341462,-13.823291004676035,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563630223509_ZTF18abclldn
ZTF18abclllm,258.6025547808254,-13.934213262565914,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563631272138_ZTF18abclllm
ZTF18abcsjjh,258.70165114056795,-13.891433779927668,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563631272356_ZTF18abcsjjh
ZTF18abcllls,258.8798019631869,-14.034285521515498,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563632320841_ZTF18abcllls
ZTF18abclllt,258.92441057474446,-14.001736169132538,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563632321405_ZTF18abclllt
ZTF18abcllld,258.72485895875235,-13.77161791755104,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563632844825_ZTF18abcllld
ZTF18abclllj,258.90756244541564,-13.77585819969781,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563632845568_ZTF18abclllj
ZTF18abcmavw,258.90767120798336,-13.756343420710648,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563632845575_ZTF18abcmavw
ZTF18abclldp,258.0967635267635,-13.469069426494384,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563634417674_ZTF18abclldp
ZTF18abjyagz,258.54245680905876,-13.337777145058322,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563635466657_ZTF18abjyagz
ZTF18abeiubf,259.6978904528375,-15.328647175443983,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563638612331_ZTF18abeiubf
ZTF18abethed,259.4871153047467,-14.830949046361054,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563639661377_ZTF18abethed
ZTF18abetheb,259.55666158725353,-14.937814226197835,,,E,RR*,,,,,E,SIMBAD,False,E,False,170437563639661415_ZTF18abetheb
ZTF18acaxxnh,259.80528606963145,-14.876383838752108,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563641233795_ZTF18acaxxnh
ZTF18acaxxmv,259.8325489258209,-14.655711963604222,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563642806396_ZTF18acaxxmv
ZTF18abeitvk,259.9267325374271,-14.673698700871094,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563642807229_ZTF18abeitvk
ZTF18abeitmn,259.42202874316206,-14.469544756845325,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563643855346_ZTF18abeitmn
ZTF18abeitmq,259.3603567688535,-14.30924879304751,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563643855881_ZTF18abeitmq
ZTF18abeitmr,259.6230445983586,-14.58155809493864,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563644903710_ZTF18abeitmr
ZTF18acbcmom,259.5727575650891,-14.69637931078906,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563644904063_ZTF18acbcmom
ZTF18abeitmm,259.55300419455716,-14.285139515191526,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563645428075_ZTF18abeitmm
ZTF18acbakrk,259.4781646366412,-14.292587968731743,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563645428378_ZTF18acbakrk
ZTF18abeitms,259.4420036267812,-14.208107694781805,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563645952135_ZTF18abeitms
ZTF18abeitmp,259.5225323104144,-14.221603093480596,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563645952311_ZTF18abeitmp
ZTF18abemzfg,259.5885370801612,-14.099499728291828,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563645952628_ZTF18abemzfg
ZTF18abethfp,259.87653441808305,-14.484720592378888,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563646476586_ZTF18abethfp
ZTF18abeplsv,259.74990766039394,-14.204996692442657,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563647000782_ZTF18abeplsv
ZTF18abeitvb,259.80921765102016,-14.247572075687508,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563647000886_ZTF18abeitvb
ZTF18abethdh,259.64791626076556,-14.094950930372235,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563647525016_ZTF18abethdh
ZTF18acbactz,259.7518642152427,-14.014071185428485,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563647525331_ZTF18acbactz
ZTF18abeitoy,259.77917054195757,-13.9765476104102,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563647525435_ZTF18abeitoy
ZTF18abclqxc,259.205671774519,-13.990070986848757,,,,,,,DSCT,HADS,DSCT,VSX,False,DSCT,False,170437563648049733_ZTF18abclqxc
ZTF18abclstq,259.2592142236888,-13.939480566954325,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563648049953_ZTF18abclstq
ZTF18abclllr,259.15634995145297,-14.100924647675393,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563648050062_ZTF18abclllr
ZTF18abcmnrr,259.2030791137128,-13.96591238563547,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563648050138_ZTF18abcmnrr
ZTF18abclllg,259.1055005355644,-13.81316042746561,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563648573719_ZTF18abclllg
ZTF18abclvqj,259.0535947641055,-13.810287169909785,,,,,,,DSCT,HADS,DSCT,VSX,False,DSCT,False,170437563648574199_ZTF18abclvqj
ZTF18abclowt,259.05115098453217,-13.593753110705673,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563649098103_ZTF18abclowt
ZTF18abenppc,259.2962883761726,-13.943173817070111,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563649622032_ZTF18abenppc
ZTF18abeitnx,259.34369737683807,-13.870853864793583,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563649622247_ZTF18abeitnx
ZTF18abeitnm,259.4121707741834,-13.990280334688943,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563649622299_ZTF18abeitnm
ZTF18abepzgv,259.32088269823913,-14.010087751418354,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563649622655_ZTF18abepzgv
ZTF18abclngs,259.2585751624081,-13.353468083074604,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563650671219_ZTF18abclngs
ZTF18abcllot,253.94699972210165,-15.540303040851898,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563688943716_ZTF18abcllot
ZTF18abclsrz,254.47676073550883,-15.792753241236044,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563689468207_ZTF18abclsrz
ZTF18abcllcf,254.12453607822908,-15.346989221187178,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563690516609_ZTF18abcllcf
ZTF25aacsbub,254.27313233415913,-15.324766422728112,,,E,EB*,,,E,EA,E,SIMBAD,False,E|E,False,170437563690516849_ZTF25aacsbub
ZTF18abclluq,254.64109499567283,-15.668331803457226,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563691041043_ZTF18abclluq
ZTF18abcmhvx,254.7293672654781,-15.776272163883071,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563691041090_ZTF18abcmhvx
ZTF19addgwgc,254.61138833374156,-15.57380971956771,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563691565524_ZTF19addgwgc
ZTF18abcllcr,254.31299040059594,-15.31916383925526,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563692089823_ZTF18abcllcr
ZTF18abclloo,254.07289491543662,-15.230612474466618,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563694186885_ZTF18abclloo
ZTF26aaxdavg,254.17565475004088,-15.20404985,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563694186965_ZTF26aaxdavg
ZTF18abcmfsj,253.9780703804186,-14.8432889678909,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563695235217_ZTF18abcmfsj
ZTF18abclkrt,253.85030532211596,-14.887900394898814,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563695235283_ZTF18abclkrt
ZTF18adkmovy,253.82480874731834,-14.820923786665578,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563695235285_ZTF18adkmovy
ZTF18abclkrx,254.2882340013683,-14.805839370649133,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563696283943_ZTF18abclkrx
ZTF26aahcvja,253.55639578931385,-14.763550074554646,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563697332410_ZTF26aahcvja
ZTF18abclksc,253.9934946838927,-14.492816947313912,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563700478252_ZTF18abclksc
ZTF18abcsjaw,253.7365301097607,-14.041058606614614,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563701526758_ZTF18abcsjaw
ZTF18abcllue,254.90142261674896,-15.816273944764443,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563703099500_ZTF18abcllue
ZTF18abcllug,255.26859864806252,-16.038202360668862,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563704148532_ZTF18abcllug
ZTF18abclmcq,255.67543595341596,-16.126059980952522,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563705196769_ZTF18abclmcq
ZTF18abdland,255.66542564195754,-16.169863523920267,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563705197059_ZTF18abdland
ZTF18abcmfhv,255.4286279601465,-15.523943975229221,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563706245505_ZTF18abcmfhv
ZTF19aaqrnfy,254.67333886352716,-15.418582765945827,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563707293761_ZTF19aaqrnfy
ZTF18abcllur,255.14886683599232,-15.540918434043524,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563708342855_ZTF18abcllur
ZTF18abcllun,255.10122492424867,-15.35595672604798,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563708866923_ZTF18abcllun
ZTF18abclluo,255.24901742875576,-15.401923034173553,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563709915283_ZTF18abclluo
ZTF18abclkuk,255.0615544481639,-15.017672984595675,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563710964115_ZTF18abclkuk
ZTF18abclksj,254.42649709945536,-15.000498836364924,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563711488032_ZTF18abclksj
ZTF18abclpkw,254.50960382515547,-14.591004877828118,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563714109482_ZTF18abclpkw
ZTF18abclksd,254.4321131733967,-14.431891777570046,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563714109648_ZTF18abclksd
ZTF18abclkua,254.94490941385632,-14.539424038999165,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563715158282_ZTF18abclkua
ZTF18abclkuv,254.74950020954685,-14.330541825941175,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563715682589_ZTF18abclkuv
ZTF23aalmjuu,254.41258555001318,-14.33576485,,,,,,,LPV,L,LPV,VSX,False,LPV,False,170437563717779528_ZTF23aalmjuu
ZTF18adkmgqo,254.4140780955495,-14.308399524719785,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563717779685_ZTF18adkmgqo
ZTF18abcsjet,254.6154843878265,-14.268528187917367,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563719352543_ZTF18abcsjet
ZTF18abclkmp,253.85363311789277,-13.791105238007413,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563720925229_ZTF18abclkmp
ZTF18abclkmo,254.33997119841396,-13.602037749489712,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563724070992_ZTF18abclkmo
ZTF18abefgwa,255.85190979160615,-16.04655527902868,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563725644215_ZTF18abefgwa
ZTF18abcllgf,255.97341139113993,-16.024912359165842,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563725644287_ZTF18abcllgf
ZTF18abcllgm,255.74910027350322,-15.641459907789496,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563726168379_ZTF18abcllgm
ZTF18abcllgr,255.74662031042627,-15.590444193317664,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563726692670_ZTF18abcllgr
ZTF18abcllgi,256.019498623013,-15.953401526362736,,,,,,,DSCT,HADS,DSCT,VSX,False,DSCT,False,170437563727216689_ZTF18abcllgi
ZTF18abcllfz,255.87972373232816,-15.579852035080838,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563727741077_ZTF18abcllfz
ZTF23aaickhu,256.3069775577055,-15.735046398688652,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563728789841_ZTF23aaickhu
ZTF18abcllgw,256.158778729277,-15.398558504894416,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563729838357_ZTF18abcllgw
ZTF18abcllgo,255.61961361574774,-15.3690443141748,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563730362693_ZTF18abcllgo
ZTF18abcllua,255.42154439544723,-15.346509630370196,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563730362801_ZTF18abcllua
ZTF18abclpqb,255.30421810108123,-14.826079637711201,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563731411364_ZTF18abclpqb
ZTF18abcllac,255.91354530938307,-14.85109439947566,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563734032709_ZTF18abcllac
ZTF18abclnos,255.1902501037515,-14.507134344525594,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563735605558_ZTF18abclnos
ZTF18abclkus,254.9035383491819,-14.30096198971801,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563736129588_ZTF18abclkus
ZTF18abclkup,254.99523055883955,-14.363009249874205,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563736129878_ZTF18abclkup
ZTF18abclkuj,255.2980722320213,-14.540680984551996,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563736653866_ZTF18abclkuj
ZTF18abclkuc,255.41528171176083,-14.613624780153698,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563736654038_ZTF18abclkuc
ZTF18abclkul,255.30386041655436,-14.247604284622199,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563737702551_ZTF18abclkul
ZTF18abclkzm,255.39061487750152,-14.27334414546999,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563738751220_ZTF18abclkzm
ZTF18abclkqd,254.66853388985146,-13.882571422202355,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563740323846_ZTF18abclkqd
ZTF18abclkqs,255.00600129621216,-13.95844452746966,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563741372475_ZTF18abclkqs
ZTF18abclkqm,255.03542168163577,-13.937806617336179,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563741372701_ZTF18abclkqm
ZTF18abclkqi,255.06941052948383,-13.92655998697909,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563741372727_ZTF18abclkqi
ZTF18abclxcc,254.89581797546282,-13.796825206264822,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563741896891_ZTF18abclxcc
ZTF18abclkqe,255.3108588303033,-13.805398988589062,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563742945526_ZTF18abclkqe
ZTF18adkmexi,255.37206250065128,-13.785651144387623,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563742945546_ZTF18adkmexi
ZTF18abcloty,255.12088645407195,-13.337316888925136,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563743994113_ZTF18abcloty
ZTF25abgewet,256.4776808066735,-15.668016179999995,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563749236874_ZTF25abgewet
ZTF18abcllgl,256.36507563742856,-15.564288452670674,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563749761097_ZTF18abcllgl
ZTF18abcllge,256.29797879987314,-15.400494440646364,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563749761123_ZTF18abcllge
ZTF18abcllgd,256.3945465681836,-15.448068053594803,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563749761244_ZTF18abcllgd
ZTF19abarluc,256.34525825244344,-15.503756651463137,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563749761505_ZTF19abarluc
ZTF18abcllgc,256.3218596512241,-15.268972350065528,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437563750285621_ZTF18abcllgc
ZTF18abjyatg,256.33238364494605,-15.311978288086177,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563750285880_ZTF18abjyatg
ZTF18abcsjfi,256.0571424707333,-14.999430936834404,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563753955691_ZTF18abcsjfi
ZTF18abclkzv,256.3594591375941,-14.876953615975339,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563755528365_ZTF18abclkzv
ZTF18abcllag,256.30007743143466,-14.74407529422576,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563756052642_ZTF18abcllag
ZTF19abarhrp,255.92307841691462,-14.45088688157676,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563758674220_ZTF19abarhrp
ZTF19abejcba,255.82945994401314,-14.211931587748861,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563759198396_ZTF19abejcba
ZTF18abclkxe,255.7272313435706,-13.93924709993031,,,,,,,RRL,RR,RRL,VSX,False,RRL,False,170437563759722826_ZTF18abclkxe
ZTF18abclkxf,256.1259203957359,-14.090971803234726,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563762343962_ZTF18abclkxf
ZTF18abjyiev,255.64527568070534,-13.814139963332993,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563763392850_ZTF18abjyiev
ZTF18abclkqk,255.36803272658193,-13.365623040430911,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563764441769_ZTF18abclkqk
ZTF18abclkxc,255.7456560933335,-13.600954906388584,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437563764965536_ZTF18abclkxc
ZTF18adlmmex,255.79438427777202,-13.687673969112241,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563764965543_ZTF18adlmmex
ZTF18abclkxi,256.03679739346876,-13.623875284147429,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437563766538544_ZTF18abclkxi
ZTF18abclldg,256.7858258247133,-14.407357866647827,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437563773354304_ZTF18abclldg
